raceId,driverId,lap,milliseconds,position,time
5,2,14,81421,4,1:21.421
5,2,15,81268,2,1:21.268
5,2,16,80531,2,1:20.531
5,2,17,80633,1,1:20.633
5,2,18,83657,10,1:23.657
5,2,19,82375,9,1:22.375
5,2,20,81199,1,1:21.199
5,2,21,80942,1,1:20.942
5,2,22,81369,5,1:21.369
5,2,23,80965,2,1:20.965
5,2,24,80955,3,1:20.955
5,2,25,81414,7,1:21.414
5,2,26,80714,2,1:20.714
5,2,27,82114,12,1:22.114
5,2,28,81271,7,1:21.271
5,2,29,81308,6,1:21.308
5,2,30,81394,6,1:21.394
5,2,31,81916,9,1:21.916
5,2,32,81560,7,1:21.560
5,2,33,80731,1,1:20.731
5,2,34,81849,9,1:21.849
5,2,35,81255,3,1:21.255
5,2,36,81451,4,1:21.451
5,2,37,80986,1,1:20.986
5,2,38,81670,4,1:21.670
5,2,39,81280,3,1:21.280
5,2,40,81584,5,1:21.584
5,2,41,84261,12,1:24.261
5,2,42,82351,9,1:22.351
5,2,43,80712,1,1:20.712
5,2,44,81273,5,1:21.273
5,2,45,80784,2,1:20.784
5,2,46,80780,2,1:20.780
5,2,47,81313,4,1:21.313
5,2,48,80796,2,1:20.796
5,2,49,81005,2,1:21.005
5,2,50,80479,1,1:20.479
5,2,51,81331,6,1:21.331
5,2,52,81806,11,1:21.806
5,2,53,81396,3,1:21.396
5,2,54,81693,5,1:21.693
5,2,55,80892,1,1:20.892
5,2,56,81312,3,1:21.312
5,2,57,80917,1,1:20.917
5,2,58,81205,2,1:21.205
5,2,59,81596,9,1:21.596
5,13,1,81186,7,1:21.186
5,13,2,81791,11,1:21.791
5,13,3,81579,12,1:21.579
5,13,4,80446,2,1:20.446
5,13,5,81681,10,1:21.681
5,13,6,81548,7,1:21.548
5,13,7,80696,2,1:20.696
5,13,8,81186,6,1:21.186
5,13,9,81731,11,1:21.731
5,13,10,81577,10,1:21.577
5,13,11,80950,3,1:20.950
5,13,12,81684,9,1:21.684
5,13,13,80737,1,1:20.737
5,13,14,81468,5,1:21.468
5,13,15,82001,8,1:22.001
5,13,16,81640,7,1:21.640
5,13,17,81496,4,1:21.496
5,13,18,84582,12,1:24.582
5,13,19,83141,12,1:23.141
5,13,20,81389,2,1:21.389
5,13,21,81258,3,1:21.258
5,13,22,81232,3,1:21.232
5,13,23,81152,4,1:21.152
5,13,24,80839,1,1:20.839
5,13,25,80970,3,1:20.970
5,13,26,81250,6,1:21.250
5,13,27,81477,8,1:21.477
5,13,28,81947,12,1:21.947
5,13,29,81451,8,1:21.451
5,13,30,81865,8,1:21.865
5,13,31,81931,10,1:21.931
5,13,32,81497,4,1:21.497
5,13,33,81832,11,1:21.832
5,13,34,81568,5,1:21.568
5,13,35,82169,11,1:22.169
5,13,36,81960,9,1:21.960
5,13,37,81339,4,1:21.339
5,13,38,84576,12,1:24.576
5,13,39,82873,9,1:22.873
5,13,40,80749,2,1:20.749
5,13,41,81338,3,1:21.338
5,13,42,80684,1,1:20.684
5,13,43,80993,3,1:20.993
5,13,44,81639,11,1:21.639
5,13,45,81413,6,1:21.413
5,13,46,81208,6,1:21.208
5,13,47,81511,6,1:21.511
5,13,48,81362,8,1:21.362
5,13,49,81421,6,1:21.421
5,13,50,81687,9,1:21.687
5,13,51,81222,3,1:21.222
5,13,52,81532,6,1:21.532
5,13,53,81438,4,1:21.438
5,13,54,81014,1,1:21.014
5,13,55,81287,3,1:21.287
5,13,56,82217,11,1:22.217
5,13,57,81825,9,1:21.825
5,13,58,81244,3,1:21.244
5,13,59,81201,2,1:21.201
5,19,1,81241,9,1:21.241
5,19,2,81323,8,1:21.323
5,19,3,80712,3,1:20.712
5,19,4,81570,10,1:21.570
5,19,5,81153,4,1:21.153
5,19,6,81625,8,1:21.625
5,19,7,81063,4,1:21.063
5,19,8,81461,9,1:21.461
5,19,9,81566,9,1:21.566
5,19,10,81425,8,1:21.425
5,19,11,81668,10,1:21.668
5,19,12,81469,4,1:21.469
5,19,13,81373,5,1:21.373
5,19,14,82227,11,1:22.227
5,19,15,82069,9,1:22.069
5,19,16,81459,5,1:21.459
5,19,17,81980,8,1:21.980
5,19,18,81550,2,1:21.550
5,19,19,81433,3,1:21.433
5,19,20,84147,11,1:24.147
5,19,21,82562,10,1:22.562
5,19,22,81382,6,1:21.382
5,19,23,81480,7,1:21.480
5,19,24,81010,4,1:21.010
5,19,25,81603,9,1:21.603
5,19,26,81422,8,1:21.422
5,19,27,80966,4,1:20.966
5,19,28,81395,9,1:21.395
5,19,29,81990,11,1:21.990
5,19,30,82134,12,1:22.134
5,19,31,81825,8,1:21.825
5,19,32,81176,2,1:21.176
5,19,33,81818,10,1:21.818
5,19,34,81985,12,1:21.985
5,19,35,81976,10,1:21.976
5,19,36,82035,10,1:22.035
5,19,37,81919,8,1:21.919
5,19,38,81799,6,1:21.799
5,19,39,81643,4,1:21.643
5,19,40,81215,4,1:21.215
5,19,41,82057,9,1:22.057
5,19,42,84477,12,1:24.477
5,19,43,83369,12,1:23.369
5,19,44,81242,4,1:21.242
5,19,45,81222,3,1:21.222
5,19,46,81387,7,1:21.387
5,19,47,82038,10,1:22.038
5,19,48,80970,4,1:20.970
5,19,49,81443,7,1:21.443
5,19,50,81114,4,1:21.114
5,19,51,81237,4,1:21.237
5,19,52,81449,5,1:21.449
5,19,53,81984,8,1:21.984
5,19,54,82180,12,1:22.180
5,19,55,81726,9,1:21.726
5,19,56,81461,6,1:21.461
5,19,57,82527,12,1:22.527
5,19,58,81509,6,1:21.509
5,19,59,81491,6,1:21.491
5,3,1,80850,1,1:20.850
5,3,2,81910,12,1:21.910
5,3,3,81447,9,1:21.447
5,3,4,81749,11,1:21.749
5,3,5,80904,2,1:20.904
5,3,6,82063,11,1:22.063
5,3,7,81856,12,1:21.856
5,3,8,81598,11,1:21.598
5,3,9,81883,12,1:21.883
5,3,10,81414,7,1:21.414
5,3,11,81519,9,1:21.519
5,3,12,81600,6,1:21.600
5,3,13,81139,3,1:21.139
5,3,14,82156,10,1:22.156
5,3,15,82313,10,1:22.313
5,3,16,81671,8,1:21.671
5,3,17,82088,10,1:22.088
5,3,18,81906,4,1:21.906
5,3,19,82159,7,1:22.159
5,3,20,81853,8,1:21.853
5,3,21,81800,6,1:21.800
5,3,22,82535,10,1:22.535
5,3,23,84978,12,1:24.978
5,3,24,82877,11,1:22.877
5,3,25,81699,10,1:21.699
5,3,26,81766,10,1:21.766
5,3,27,81966,10,1:21.966
5,3,28,81335,8,1:21.335
5,3,29,81558,9,1:21.558
5,3,30,81575,7,1:21.575
5,3,31,81205,1,1:21.205
5,3,32,81608,8,1:21.608
5,3,33,82218,12,1:22.218
5,3,34,81855,10,1:21.855
5,3,35,81319,5,1:21.319
5,3,36,81276,1,1:21.276
5,3,37,82469,11,1:22.469
5,3,38,81870,8,1:21.870
5,3,39,81703,6,1:21.703
5,3,40,81870,7,1:21.870
5,3,41,81470,6,1:21.470
5,3,42,82547,10,1:22.547
5,3,43,81926,10,1:21.926
5,3,44,82592,12,1:22.592
5,3,45,82151,12,1:22.151
5,3,46,85044,12,1:25.044
5,3,47,83300,11,1:23.300
5,3,48,81555,9,1:21.555
5,3,49,81373,5,1:21.373
5,3,50,82174,12,1:22.174
5,3,51,81185,2,1:21.185
5,3,52,81541,7,1:21.541
5,3,53,81573,6,1:21.573
5,3,54,81741,7,1:21.741
5,3,55,81471,5,1:21.471
5,3,56,81768,8,1:21.768
5,3,57,81623,7,1:21.623
5,3,58,81143,1,1:21.143
5,3,59,81746,10,1:21.746
5,1,1,81338,11,1:21.338
5,1,2,81390,9,1:21.390
5,1,3,80528,2,1:20.528
5,1,4,80772,4,1:20.772
5,1,5,82011,11,1:22.011
5,1,6,80963,1,1:20.963
5,1,7,81599,10,1:21.599
5,1,8,81172,5,1:21.172
5,1,9,81488,7,1:21.488
5,1,10,81271,5,1:21.271
5,1,11,81741,12,1:21.741
5,1,12,81629,7,1:21.629
5,1,13,81458,6,1:21.458
5,1,14,81282,3,1:21.282
5,1,15,81797,6,1:21.797
5,1,16,81304,4,1:21.304
5,1,17,81935,7,1:21.935
5,1,18,82767,9,1:22.767
5,1,19,82347,8,1:22.347
5,1,20,84439,12,1:24.439
5,1,21,82540,9,1:22.540
5,1,22,80983,1,1:20.983
5,1,23,81050,3,1:21.050
5,1,24,81277,6,1:21.277
5,1,25,80989,4,1:20.989
5,1,26,80965,3,1:20.965
5,1,27,81424,7,1:21.424
5,1,28,81156,3,1:21.156
5,1,29,81246,4,1:21.246
5,1,30,81267,4,1:21.267
5,1,31,81772,7,1:21.772
5,1,32,81535,6,1:21.535
5,1,33,81590,6,1:21.590
5,1,34,81904,11,1:21.904
5,1,35,81673,8,1:21.673
5,1,36,81659,7,1:21.659
5,1,37,81964,10,1:21.964
5,1,38,82070,9,1:22.070
5,1,39,81811,7,1:21.811
5,1,40,81928,8,1:21.928
5,1,41,83737,11,1:23.737
5,1,42,82982,11,1:22.982
5,1,43,81351,7,1:21.351
5,1,44,81296,6,1:21.296
5,1,45,81559,10,1:21.559
5,1,46,81675,9,1:21.675
5,1,47,81696,9,1:21.696
5,1,48,81362,8,1:21.362
5,1,49,81928,11,1:21.928
5,1,50,81541,7,1:21.541
5,1,51,81717,10,1:21.717
5,1,52,81622,10,1:21.622
5,1,53,81640,7,1:21.640
5,1,54,81317,3,1:21.317
5,1,55,81866,11,1:21.866
5,1,56,82669,12,1:22.669
5,1,57,81541,6,1:21.541
5,1,58,81733,9,1:21.733
5,1,59,81579,8,1:21.579
5,11,1,80864,2,1:20.864
5,11,2,81200,7,1:21.200
5,11,3,80897,5,1:20.897
5,11,4,81779,12,1:21.779
5,11,5,82599,12,1:22.599
5,11,6,81500,6,1:21.500
5,11,7,81072,5,1:21.072
5,11,8,82037,12,1:22.037
5,11,9,81493,8,1:21.493
5,11,10,82263,12,1:22.263
5,11,11,81735,11,1:21.735
5,11,12,81651,8,1:21.651
5,11,13,81855,11,1:21.855
5,11,14,82234,12,1:22.234
5,11,15,81920,7,1:21.920
5,11,16,81865,9,1:21.865
5,11,17,82013,9,1:22.013
5,11,18,84068,11,1:24.068
5,11,19,83022,11,1:23.022
5,11,20,81659,5,1:21.659
5,11,21,81798,5,1:21.798
5,11,22,81599,7,1:21.599
5,11,23,82080,9,1:22.080
5,11,24,82029,10,1:22.029
5,11,25,81894,11,1:21.894
5,11,26,82104,12,1:22.104
5,11,27,82077,11,1:22.077
5,11,28,81686,10,1:21.686
5,11,29,81398,7,1:21.398
5,11,30,82070,10,1:22.070
5,11,31,82152,12,1:22.152
5,11,32,82385,12,1:22.385
5,11,33,81692,7,1:21.692
5,11,34,81739,8,1:21.739
5,11,35,82268,12,1:22.268
5,11,36,82113,11,1:22.113
5,11,37,81496,5,1:21.496
5,11,38,84183,11,1:24.183
5,11,39,83906,10,1:23.906
5,11,40,81110,3,1:21.110
5,11,41,81459,5,1:21.459
5,11,42,81624,8,1:21.624
5,11,43,82282,11,1:22.282
5,11,44,81495,10,1:21.495
5,11,45,81532,9,1:21.532
5,11,46,82293,11,1:22.293
5,11,47,81633,8,1:21.633
5,11,48,82060,10,1:22.060
5,11,49,81300,4,1:21.300
5,11,50,81803,10,1:21.803
5,11,51,81299,5,1:21.299
5,11,52,81549,8,1:21.549
5,11,53,82264,11,1:22.264
5,11,54,81977,11,1:21.977
5,11,55,81913,12,1:21.913
5,11,56,81791,9,1:21.791
5,11,57,82014,11,1:22.014
5,11,58,82235,11,1:22.235
5,11,59,82514,12,1:22.514
5,7,1,81196,8,1:21.196
5,7,2,81181,6,1:21.181
5,7,3,81010,8,1:21.010
5,7,4,80966,6,1:20.966
5,7,5,81103,3,1:21.103
5,7,6,81642,9,1:21.642
5,7,7,81001,3,1:21.001
5,7,8,81279,8,1:21.279
5,7,9,81405,4,1:21.405
5,7,10,81938,11,1:21.938
5,7,11,81306,6,1:21.306
5,7,12,81797,11,1:21.797
5,7,13,81932,12,1:21.932
5,7,14,81504,6,1:21.504
5,7,15,81488,3,1:21.488
5,7,16,81483,6,1:21.483
5,7,17,81547,6,1:21.547
5,7,18,81984,7,1:21.984
5,7,19,81797,4,1:21.797
5,7,20,81836,7,1:21.836
5,7,21,83442,11,1:23.442
5,7,22,82403,9,1:22.403
5,7,23,81683,8,1:21.683
5,7,24,81301,7,1:21.301
5,7,25,81440,8,1:21.440
5,7,26,81214,5,1:21.214
5,7,27,81181,6,1:21.181
5,7,28,81267,6,1:21.267
5,7,29,80863,2,1:20.863
5,7,30,81361,5,1:21.361
5,7,31,81532,4,1:21.532
5,7,32,82124,10,1:22.124
5,7,33,81521,5,1:21.521
5,7,34,80682,1,1:20.682
5,7,35,81521,7,1:21.521
5,7,36,82573,12,1:22.573
5,7,37,81930,9,1:21.930
5,7,38,81358,2,1:21.358
5,7,39,81895,8,1:21.895
5,7,40,83408,11,1:23.408
5,7,41,82249,10,1:22.249
5,7,42,80739,2,1:20.739
5,7,43,81183,4,1:21.183
5,7,44,81059,2,1:21.059
5,7,45,81375,5,1:21.375
5,7,46,80823,3,1:20.823
5,7,47,81545,7,1:21.545
5,7,48,80890,3,1:20.890
5,7,49,81935,12,1:21.935
5,7,50,80754,2,1:20.754
5,7,51,81007,1,1:21.007
5,7,52,81578,9,1:21.578
5,7,53,82056,10,1:22.056
5,7,54,81598,4,1:21.598
5,7,55,81716,8,1:21.716
5,7,56,81549,7,1:21.549
5,7,57,81202,4,1:21.202
5,7,58,81424,4,1:21.424
5,7,59,81193,1,1:21.193
5,17,1,80879,3,1:20.879
5,17,2,80332,1,1:20.332
5,17,3,80945,7,1:20.945
5,17,4,80700,3,1:20.700
5,17,5,81421,9,1:21.421
5,17,6,81070,2,1:21.070
5,17,7,81438,9,1:21.438
5,17,8,80760,2,1:20.760
5,17,9,81092,3,1:21.092
5,17,10,80758,2,1:20.758
5,17,11,81003,4,1:21.003
5,17,12,81097,1,1:21.097
5,17,13,80970,2,1:20.970
5,17,14,80834,1,1:20.834
5,17,15,80802,1,1:20.802
5,17,16,80509,1,1:20.509
5,17,17,81011,3,1:21.011
5,17,18,81657,3,1:21.657
5,17,19,82853,10,1:22.853
5,17,20,82188,10,1:22.188
5,17,21,81111,2,1:21.111
5,17,22,81153,2,1:21.153
5,17,23,80401,1,1:20.401
5,17,24,80901,2,1:20.901
5,17,25,80437,1,1:20.437
5,17,26,81935,11,1:21.935
5,17,27,80516,2,1:20.516
5,17,28,80748,1,1:20.748
5,17,29,80786,1,1:20.786
5,17,30,80657,1,1:20.657
5,17,31,81718,6,1:21.718
5,17,32,82139,11,1:22.139
5,17,33,81130,3,1:21.130
5,17,34,80861,2,1:20.861
5,17,35,80566,1,1:20.566
5,17,36,81319,2,1:21.319
5,17,37,83465,12,1:23.465
5,17,38,82562,10,1:22.562
5,17,39,80764,1,1:20.764
5,17,40,80510,1,1:20.510
5,17,41,81177,2,1:21.177
5,17,42,80972,5,1:20.972
5,17,43,81317,6,1:21.317
5,17,44,81313,8,1:21.313
5,17,45,80547,1,1:20.547
5,17,46,80573,1,1:20.573
5,17,47,80848,1,1:20.848
5,17,48,80771,1,1:20.771
5,17,49,81454,8,1:21.454
5,17,50,81340,5,1:21.340
5,17,51,81641,9,1:21.641
5,17,52,81419,3,1:21.419
5,17,53,81383,2,1:21.383
5,17,54,81771,8,1:21.771
5,17,55,81540,6,1:21.540
5,17,56,81427,4,1:21.427
5,17,57,81967,10,1:21.967
5,17,58,81507,5,1:21.507
5,17,59,81388,4,1:21.388
5,4,1,81863,12,1:21.863
5,4,2,80720,4,1:20.720
5,4,3,81448,10,1:21.448
5,4,4,81492,9,1:21.492
5,4,5,81285,7,1:21.285
5,4,6,82444,12,1:22.444
5,4,7,81602,11,1:21.602
5,4,8,81519,10,1:21.519
5,4,9,81716,10,1:21.716
5,4,10,81026,3,1:21.026
5,4,11,81514,8,1:21.514
5,4,12,82182,12,1:22.182
5,4,13,81643,7,1:21.643
5,4,14,81612,8,1:21.612
5,4,15,82422,11,1:22.422
5,4,16,82474,11,1:22.474
5,4,17,82218,11,1:22.218
5,4,18,81909,5,1:21.909
5,4,19,82027,6,1:22.027
5,4,20,81865,9,1:21.865
5,4,21,81836,7,1:21.836
5,4,22,84004,11,1:24.004
5,4,23,82467,10,1:22.467
5,4,24,81599,9,1:21.599
5,4,25,82161,12,1:22.161
5,4,26,81343,7,1:21.343
5,4,27,81726,9,1:21.726
5,4,28,81767,11,1:21.767
5,4,29,81598,10,1:21.598
5,4,30,81993,9,1:21.993
5,4,31,82039,11,1:22.039
5,4,32,81913,9,1:21.913
5,4,33,81739,8,1:21.739
5,4,34,81737,7,1:21.737
5,4,35,81409,6,1:21.409
5,4,36,81646,6,1:21.646
5,4,37,81747,6,1:21.747
5,4,38,81602,3,1:21.602
5,4,39,84799,12,1:24.799
5,4,40,82847,10,1:22.847
5,4,41,81391,4,1:21.391
5,4,42,81282,6,1:21.282
5,4,43,81778,9,1:21.778
5,4,44,81347,9,1:21.347
5,4,45,81987,11,1:21.987
5,4,46,81565,8,1:21.565
5,4,47,81451,5,1:21.451
5,4,48,81265,6,1:21.265
5,4,49,81838,10,1:21.838
5,4,50,82101,11,1:22.101
5,4,51,81908,11,1:21.908
5,4,52,82648,12,1:22.648
5,4,53,82388,12,1:22.388
5,4,54,81795,9,1:21.795
5,4,55,81823,10,1:21.823
5,4,56,82139,10,1:22.139
5,4,57,81700,8,1:21.700
5,4,58,82454,12,1:22.454
5,4,59,82197,11,1:22.197
5,10,1,80986,6,1:20.986
5,10,2,81609,10,1:21.609
5,10,3,81454,11,1:21.454
5,10,4,81032,7,1:21.032
5,10,5,81190,5,1:21.190
5,10,6,81300,5,1:21.300
5,10,7,81402,8,1:21.402
5,10,8,80826,3,1:20.826
5,10,9,80801,1,1:20.801
5,10,10,81080,4,1:21.080
5,10,11,81094,5,1:21.094
5,10,12,81253,2,1:21.253
5,10,13,81756,9,1:21.756
5,10,14,81509,7,1:21.509
5,10,15,81683,5,1:21.683
5,10,16,81215,3,1:21.215
5,10,17,81532,5,1:21.532
5,10,18,81952,6,1:21.952
5,10,19,81997,5,1:21.997
5,10,20,81565,3,1:21.565
5,10,21,81926,8,1:21.926
5,10,22,84998,12,1:24.998
5,10,23,82573,11,1:22.573
5,10,24,81097,5,1:21.097
5,10,25,81176,6,1:21.176
5,10,26,80705,1,1:20.705
5,10,27,80915,3,1:20.915
5,10,28,81245,4,1:21.245
5,10,29,81276,5,1:21.276
5,10,30,81169,3,1:21.169
5,10,31,81346,3,1:21.346
5,10,32,81469,3,1:21.469
5,10,33,81805,9,1:21.805
5,10,34,81486,4,1:21.486
5,10,35,81703,9,1:21.703
5,10,36,81401,3,1:21.401
5,10,37,81839,7,1:21.839
5,10,38,81805,7,1:21.805
5,10,39,84497,11,1:24.497
5,10,40,82625,9,1:22.625
5,10,41,81520,7,1:21.520
5,10,42,80934,3,1:20.934
5,10,43,80975,2,1:20.975
5,10,44,81299,7,1:21.299
5,10,45,81416,7,1:21.416
5,10,46,81003,4,1:21.003
5,10,47,81306,3,1:21.306
5,10,48,81332,7,1:21.332
5,10,49,80602,1,1:20.602
5,10,50,81353,6,1:21.353
5,10,51,81409,7,1:21.409
5,10,52,81442,4,1:21.442
5,10,53,82043,9,1:22.043
5,10,54,81130,2,1:21.130
5,10,55,81304,4,1:21.304
5,10,56,80695,2,1:20.695
5,10,57,81496,5,1:21.496
5,10,58,81561,8,1:21.561
5,10,59,81555,7,1:21.555
5,14,1,80919,4,1:20.919
5,14,2,80672,3,1:20.672
5,14,3,80390,1,1:20.390
5,14,4,80892,5,1:20.892
5,14,5,81365,8,1:21.365
5,14,6,81956,10,1:21.956
5,14,7,81202,6,1:21.202
5,14,8,80948,4,1:20.948
5,14,9,80841,2,1:20.841
5,14,10,81511,9,1:21.511
5,14,11,80721,2,1:20.721
5,14,12,81598,5,1:21.598
5,14,13,81739,8,1:21.739
5,14,14,81646,9,1:21.646
5,14,15,83895,12,1:23.895
5,14,16,82623,12,1:22.623
5,14,17,80908,2,1:20.908
5,14,18,81353,1,1:21.353
5,14,19,80244,1,1:20.244
5,14,20,81614,4,1:21.614
5,14,21,81724,4,1:21.724
5,14,22,81247,4,1:21.247
5,14,23,81478,6,1:21.478
5,14,24,81518,8,1:21.518
5,14,25,81127,5,1:21.127
5,14,26,81596,9,1:21.596
5,14,27,81149,5,1:21.149
5,14,28,81261,5,1:21.261
5,14,29,84470,12,1:24.470
5,14,30,82114,11,1:22.114
5,14,31,81319,2,1:21.319
5,14,32,80731,1,1:20.731
5,14,33,81256,4,1:21.256
5,14,34,81433,3,1:21.433
5,14,35,81169,2,1:21.169
5,14,36,81601,5,1:21.601
5,14,37,81165,2,1:21.165
5,14,38,81235,1,1:21.235
5,14,39,80997,2,1:20.997
5,14,40,81752,6,1:21.752
5,14,41,81146,1,1:21.146
5,14,42,81585,7,1:21.585
5,14,43,81470,8,1:21.470
5,14,44,81154,3,1:21.154
5,14,45,81351,4,1:21.351
5,14,46,82105,10,1:22.105
5,14,47,83764,12,1:23.764
5,14,48,83183,11,1:23.183
5,14,49,81109,3,1:21.109
5,14,50,80901,3,1:20.901
5,14,51,81582,8,1:21.582
5,14,52,80441,1,1:20.441
5,14,53,81171,1,1:21.171
5,14,54,81888,10,1:21.888
5,14,55,81162,2,1:21.162
5,14,56,80614,1,1:20.614
5,14,57,81129,3,1:21.129
5,14,58,81830,10,1:21.830
5,14,59,81476,5,1:21.476
6,20,1,104267,8,1:44.267
6,20,2,104647,10,1:44.647
6,20,3,104671,9,1:44.671
6,20,4,103845,1,1:43.845
6,20,5,104369,6,1:44.369
6,20,6,105137,11,1:45.137
6,20,7,104784,9,1:44.784
6,20,8,104298,5,1:44.298
6,20,9,105708,12,1:45.708
6,20,10,104902,10,1:44.902
6,20,11,105104,11,1:45.104
6,20,12,105162,12,1:45.162
6,20,13,107056,12,1:47.056
6,20,14,106555,11,1:46.555
6,20,15,104768,6,1:44.768
6,20,16,104248,2,1:44.248
6,20,17,105118,6,1:45.118
6,20,18,104404,3,1:44.404
6,20,19,104859,4,1:44.859
6,20,20,104217,3,1:44.217
6,20,21,104122,3,1:44.122
6,20,22,105021,10,1:45.021
6,20,23,104665,8,1:44.665
6,20,24,104290,4,1:44.290
6,20,25,105250,12,1:45.250
6,20,26,105868,12,1:45.868
6,20,27,105655,12,1:45.655
6,20,28,107414,12,1:47.414
6,20,29,106374,12,1:46.374
6,20,30,104601,7,1:44.601
6,20,31,104742,4,1:44.742
6,20,32,104878,6,1:44.878
6,20,33,104676,4,1:44.676
6,20,34,104726,8,1:44.726
6,20,35,105312,12,1:45.312
6,20,36,105296,11,1:45.296
6,20,37,105078,10,1:45.078
6,20,38,105571,8,1:45.571
6,20,39,104858,6,1:44.858
6,20,40,105627,6,1:45.627
6,20,41,105284,7,1:45.284
6,20,42,106312,12,1:46.312
6,20,43,106878,12,1:46.878
6,20,44,106589,11,1:46.589
6,20,45,104316,4,1:44.316
6,20,46,104924,9,1:44.924
6,20,47,105058,10,1:45.058
6,20,48,104935,11,1:44.935
6,20,49,104377,4,1:44.377
6,20,50,105272,12,1:45.272
6,20,51,105250,11,1:45.250
6,20,52,105066,12,1:45.066
6,20,53,104967,10,1:44.967
6,20,54,105018,11,1:45.018
6,20,55,104951,9,1:44.951
6,20,56,105253,10,1:45.253
6,20,57,105077,9,1:45.077
6,20,58,104804,8,1:44.804
6,20,59,104776,2,1:44.776
6,9,1,104243,7,1:44.243
6,9,2,103884,5,1:43.884
6,9,3,104686,10,1:44.686
6,9,4,104112,5,1:44.112
6,9,5,104102,4,1:44.102
6,9,6,104482,5,1:44.482
6,9,7,103697,2,1:43.697
6,9,8,104124,3,1:44.124
6,9,9,104813,7,1:44.813
6,9,10,103885,1,1:43.885
6,9,11,104964,9,1:44.964
6,9,12,105157,11,1:45.157
6,9,13,104531,2,1:44.531
6,9,14,104821,6,1:44.821
6,9,15,105170,10,1:45.170
6,9,16,104650,4,1:44.650
6,9,17,105182,8,1:45.182
6,9,18,104679,4,1:44.679
6,9,19,104799,3,1:44.799
6,9,20,107120,11,1:47.120
6,9,21,105301,7,1:45.301
6,9,22,103802,2,1:43.802
6,9,23,104379,7,1:44.379
6,9,24,104946,11,1:44.946
6,9,25,104470,8,1:44.470
6,9,26,104235,5,1:44.235
6,9,27,104697,7,1:44.697
6,9,28,104381,7,1:44.381
6,9,29,104378,5,1:44.378
6,9,30,104215,1,1:44.215
6,9,31,105113,8,1:45.113
6,9,32,103738,1,1:43.738
6,9,33,104986,6,1:44.986
6,9,34,104578,5,1:44.578
6,9,35,104643,3,1:44.643
6,9,36,105446,12,1:45.446
6,9,37,104626,5,1:44.626
6,9,38,104684,3,1:44.684
6,9,39,104927,7,1:44.927
6,9,40,107358,10,1:47.358
6,9,41,105609,10,1:45.609
6,9,42,104205,4,1:44.205
6,9,43,104380,8,1:44.380
6,9,44,104164,6,1:44.164
6,9,45,104062,1,1:44.062
6,9,46,104944,10,1:44.944
6,9,47,104314,3,1:44.314
6,9,48,104263,2,1:44.263
6,9,49,104859,11,1:44.859
6,9,50,104246,4,1:44.246
6,9,51,104334,6,1:44.334
6,9,52,104594,7,1:44.594
6,9,53,104632,4,1:44.632
6,9,54,104767,8,1:44.767
6,9,55,105469,11,1:45.469
6,9,56,104880,6,1:44.880
6,9,57,103945,1,1:43.945
6,9,58,104961,9,1:44.961
6,9,59,104900,3,1:44.900
6,2,1,103967,4,1:43.967
6,2,2,103601,1,1:43.601
6,2,3,103505,1,1:43.505
6,2,4,104985,12,1:44.985
6,2,5,103690,2,1:43.690
6,2,6,104036,2,1:44.036
6,2,7,103513,1,1:43.513
6,2,8,104145,4,1:44.145
6,2,9,103820,1,1:43.820
6,2,10,104049,2,1:44.049
6,2,11,104637,5,1:44.637
6,2,12,104483,3,1:44.483
6,2,13,104571,5,1:44.571
6,2,14,103781,1,1:43.781
6,2,15,105133,9,1:45.133
6,2,16,104095,1,1:44.095
6,2,17,105127,7,1:45.127
6,2,18,104997,7,1:44.997
6,2,19,104889,5,1:44.889
6,2,20,106764,9,1:46.764
6,2,21,105287,6,1:45.287
6,2,22,103143,1,1:43.143
6,2,23,104328,6,1:44.328
6,2,24,103942,2,1:43.942
6,2,25,103844,1,1:43.844
6,2,26,103865,2,1:43.865
6,2,27,104243,2,1:44.243
6,2,28,103840,2,1:43.840
6,2,29,103398,1,1:43.398
6,2,30,104404,4,1:44.404
6,2,31,104492,1,1:44.492
6,2,32,104281,2,1:44.281
6,2,33,103987,2,1:43.987
6,2,34,104480,3,1:44.480
6,2,35,103968,1,1:43.968
6,2,36,104173,2,1:44.173
6,2,37,104320,4,1:44.320
6,2,38,104941,4,1:44.941
6,2,39,104554,3,1:44.554
6,2,40,107359,11,1:47.359
6,2,41,105364,8,1:45.364
6,2,42,103649,1,1:43.649
6,2,43,103118,1,1:43.118
6,2,44,104296,7,1:44.296
6,2,45,104151,3,1:44.151
6,2,46,103967,1,1:43.967
6,2,47,104025,1,1:44.025
6,2,48,104382,5,1:44.382
6,2,49,103601,1,1:43.601
6,2,50,103991,2,1:43.991
6,2,51,103838,2,1:43.838
6,2,52,104928,9,1:44.928
6,2,53,104649,5,1:44.649
6,2,54,103584,1,1:43.584
6,2,55,103876,1,1:43.876
6,2,56,104417,2,1:44.417
6,2,57,104338,4,1:44.338
6,2,58,104076,2,1:44.076
6,2,59,105297,11,1:45.297
6,11,1,104298,9,1:44.298
6,11,2,104383,9,1:44.383
6,11,3,104755,11,1:44.755
6,11,4,104000,2,1:44.000
6,11,5,105213,12,1:45.213
6,11,6,104756,9,1:44.756
6,11,7,105204,12,1:45.204
6,11,8,104408,7,1:44.408
6,11,9,104516,5,1:44.516
