Driver,Stint,Compound,GP,Year,StintLength
HAM,1,HARD,Saudi Arabian Grand Prix,2022,40
HAM,2,MEDIUM,Saudi Arabian Grand Prix,2022,10
SAI,1,MEDIUM,Saudi Arabian Grand Prix,2022,16
SAI,2,HARD,Saudi Arabian Grand Prix,2022,34
LAT,1,MEDIUM,Saudi Arabian Grand Prix,2022,15
RUS,1,MEDIUM,Saudi Arabian Grand Prix,2022,16
RUS,2,HARD,Saudi Arabian Grand Prix,2022,34
BOT,1,MEDIUM,Saudi Arabian Grand Prix,2022,16
BOT,2,HARD,Saudi Arabian Grand Prix,2022,19
BOT,3,MEDIUM,Saudi Arabian Grand Prix,2022,1
VER,1,MEDIUM,Australian Grand Prix,2022,18
VER,2,HARD,Australian Grand Prix,2022,21
GAS,1,MEDIUM,Australian Grand Prix,2022,21
GAS,2,HARD,Australian Grand Prix,2022,37
PER,1,MEDIUM,Australian Grand Prix,2022,20
PER,2,HARD,Australian Grand Prix,2022,38
ALO,1,HARD,Australian Grand Prix,2022,39
ALO,2,MEDIUM,Australian Grand Prix,2022,14
ALO,3,MEDIUM,Australian Grand Prix,2022,4
LEC,1,MEDIUM,Australian Grand Prix,2022,22
LEC,2,HARD,Australian Grand Prix,2022,36
STR,1,HARD,Australian Grand Prix,2022,3
STR,2,MEDIUM,Australian Grand Prix,2022,1
STR,3,HARD,Australian Grand Prix,2022,19
STR,4,HARD,Australian Grand Prix,2022,35
MAG,1,HARD,Australian Grand Prix,2022,39
MAG,2,MEDIUM,Australian Grand Prix,2022,18
TSU,1,MEDIUM,Australian Grand Prix,2022,18
TSU,2,HARD,Australian Grand Prix,2022,39
ALB,1,HARD,Australian Grand Prix,2022,57
ALB,2,SOFT,Australian Grand Prix,2022,1
ZHO,1,MEDIUM,Australian Grand Prix,2022,21
ZHO,2,HARD,Australian Grand Prix,2022,37
RIC,1,MEDIUM,Australian Grand Prix,2022,21
RIC,2,HARD,Australian Grand Prix,2022,37
OCO,1,MEDIUM,Australian Grand Prix,2022,17
OCO,2,HARD,Australian Grand Prix,2022,41
NOR,1,MEDIUM,Australian Grand Prix,2022,20
NOR,2,HARD,Australian Grand Prix,2022,38
HAM,1,MEDIUM,Australian Grand Prix,2022,22
HAM,2,HARD,Australian Grand Prix,2022,36
MSC,1,MEDIUM,Australian Grand Prix,2022,14
MSC,2,HARD,Australian Grand Prix,2022,43
VET,1,HARD,Australian Grand Prix,2022,23
SAI,1,HARD,Australian Grand Prix,2022,2
LAT,1,MEDIUM,Australian Grand Prix,2022,13
LAT,2,HARD,Australian Grand Prix,2022,10
LAT,3,HARD,Australian Grand Prix,2022,34
RUS,1,MEDIUM,Australian Grand Prix,2022,23
RUS,2,HARD,Australian Grand Prix,2022,35
BOT,1,MEDIUM,Australian Grand Prix,2022,22
BOT,2,HARD,Australian Grand Prix,2022,36
VER,1,MEDIUM,Miami Grand Prix,2022,26
VER,2,HARD,Miami Grand Prix,2022,31
GAS,1,MEDIUM,Miami Grand Prix,2022,16
GAS,2,HARD,Miami Grand Prix,2022,24
GAS,3,SOFT,Miami Grand Prix,2022,5
PER,1,MEDIUM,Miami Grand Prix,2022,27
PER,2,HARD,Miami Grand Prix,2022,14
PER,3,MEDIUM,Miami Grand Prix,2022,16
ALO,1,MEDIUM,Miami Grand Prix,2022,15
ALO,2,HARD,Miami Grand Prix,2022,42
LEC,1,MEDIUM,Miami Grand Prix,2022,24
LEC,2,HARD,Miami Grand Prix,2022,33
STR,1,HARD,Miami Grand Prix,2022,40
STR,2,MEDIUM,Miami Grand Prix,2022,17
MAG,1,MEDIUM,Miami Grand Prix,2022,12
MAG,2,HARD,Miami Grand Prix,2022,30
MAG,3,MEDIUM,Miami Grand Prix,2022,15
TSU,1,MEDIUM,Miami Grand Prix,2022,11
TSU,2,HARD,Miami Grand Prix,2022,30
TSU,3,SOFT,Miami Grand Prix,2022,16
ALB,1,MEDIUM,Miami Grand Prix,2022,16
ALB,2,HARD,Miami Grand Prix,2022,41
ZHO,1,MEDIUM,Miami Grand Prix,2022,6
RIC,1,MEDIUM,Miami Grand Prix,2022,30
RIC,2,HARD,Miami Grand Prix,2022,11
RIC,3,SOFT,Miami Grand Prix,2022,16
OCO,1,HARD,Miami Grand Prix,2022,41
OCO,2,SOFT,Miami Grand Prix,2022,16
NOR,1,MEDIUM,Miami Grand Prix,2022,18
NOR,2,HARD,Miami Grand Prix,2022,22
HAM,1,MEDIUM,Miami Grand Prix,2022,22
HAM,2,HARD,Miami Grand Prix,2022,35
MSC,1,MEDIUM,Miami Grand Prix,2022,14
MSC,2,HARD,Miami Grand Prix,2022,40
MSC,3,MEDIUM,Miami Grand Prix,2022,3
VET,1,HARD,Miami Grand Prix,2022,41
VET,2,MEDIUM,Miami Grand Prix,2022,13
SAI,1,MEDIUM,Miami Grand Prix,2022,27
SAI,2,HARD,Miami Grand Prix,2022,30
LAT,1,HARD,Miami Grand Prix,2022,34
LAT,2,MEDIUM,Miami Grand Prix,2022,23
RUS,1,HARD,Miami Grand Prix,2022,40
RUS,2,MEDIUM,Miami Grand Prix,2022,17
BOT,1,MEDIUM,Miami Grand Prix,2022,26
BOT,2,HARD,Miami Grand Prix,2022,31
VER,1,SOFT,Spanish Grand Prix,2022,13
VER,2,MEDIUM,Spanish Grand Prix,2022,15
VER,3,SOFT,Spanish Grand Prix,2022,16
VER,4,MEDIUM,Spanish Grand Prix,2022,22
PER,1,SOFT,Spanish Grand Prix,2022,17
PER,2,MEDIUM,Spanish Grand Prix,2022,20
PER,3,MEDIUM,Spanish Grand Prix,2022,16
PER,4,SOFT,Spanish Grand Prix,2022,13
RUS,1,SOFT,Spanish Grand Prix,2022,13
RUS,2,MEDIUM,Spanish Grand Prix,2022,23
RUS,3,MEDIUM,Spanish Grand Prix,2022,15
RUS,4,SOFT,Spanish Grand Prix,2022,15
SAI,1,SOFT,Spanish Grand Prix,2022,10
SAI,2,MEDIUM,Spanish Grand Prix,2022,21
SAI,3,MEDIUM,Spanish Grand Prix,2022,14
SAI,4,SOFT,Spanish Grand Prix,2022,21
HAM,1,MEDIUM,Spanish Grand Prix,2022,1
HAM,2,SOFT,Spanish Grand Prix,2022,21
HAM,3,MEDIUM,Spanish Grand Prix,2022,26
HAM,4,SOFT,Spanish Grand Prix,2022,18
BOT,1,SOFT,Spanish Grand Prix,2022,14
BOT,2,MEDIUM,Spanish Grand Prix,2022,20
BOT,3,MEDIUM,Spanish Grand Prix,2022,32
OCO,1,SOFT,Spanish Grand Prix,2022,13
OCO,2,MEDIUM,Spanish Grand Prix,2022,22
OCO,3,SOFT,Spanish Grand Prix,2022,17
OCO,4,SOFT,Spanish Grand Prix,2022,14
NOR,1,SOFT,Spanish Grand Prix,2022,12
NOR,2,MEDIUM,Spanish Grand Prix,2022,21
NOR,3,SOFT,Spanish Grand Prix,2022,18
NOR,4,SOFT,Spanish Grand Prix,2022,15
ALO,1,SOFT,Spanish Grand Prix,2022,10
ALO,2,MEDIUM,Spanish Grand Prix,2022,21
ALO,3,SOFT,Spanish Grand Prix,2022,22
ALO,4,SOFT,Spanish Grand Prix,2022,12
TSU,1,SOFT,Spanish Grand Prix,2022,11
TSU,2,MEDIUM,Spanish Grand Prix,2022,21
TSU,3,SOFT,Spanish Grand Prix,2022,20
TSU,4,SOFT,Spanish Grand Prix,2022,13
VET,1,SOFT,Spanish Grand Prix,2022,21
VET,2,SOFT,Spanish Grand Prix,2022,21
VET,3,MEDIUM,Spanish Grand Prix,2022,23
RIC,1,SOFT,Spanish Grand Prix,2022,11
RIC,2,SOFT,Spanish Grand Prix,2022,20
RIC,3,MEDIUM,Spanish Grand Prix,2022,17
RIC,4,SOFT,Spanish Grand Prix,2022,17
GAS,1,SOFT,Spanish Grand Prix,2022,10
GAS,2,MEDIUM,Spanish Grand Prix,2022,19
GAS,3,SOFT,Spanish Grand Prix,2022,17
GAS,4,SOFT,Spanish Grand Prix,2022,19
MSC,1,SOFT,Spanish Grand Prix,2022,12
MSC,2,SOFT,Spanish Grand Prix,2022,18
MSC,3,MEDIUM,Spanish Grand Prix,2022,35
STR,1,SOFT,Spanish Grand Prix,2022,14
STR,2,SOFT,Spanish Grand Prix,2022,13
STR,3,MEDIUM,Spanish Grand Prix,2022,19
STR,4,SOFT,Spanish Grand Prix,2022,19
LAT,1,SOFT,Spanish Grand Prix,2022,12
LAT,2,MEDIUM,Spanish Grand Prix,2022,14
LAT,3,SOFT,Spanish Grand Prix,2022,24
LAT,4,SOFT,Spanish Grand Prix,2022,14
MAG,1,SOFT,Spanish Grand Prix,2022,1
MAG,2,MEDIUM,Spanish Grand Prix,2022,28
MAG,3,HARD,Spanish Grand Prix,2022,35
ALB,1,SOFT,Spanish Grand Prix,2022,11
ALB,2,MEDIUM,Spanish Grand Prix,2022,14
ALB,3,SOFT,Spanish Grand Prix,2022,20
ALB,4,MEDIUM,Spanish Grand Prix,2022,9
ALB,5,SOFT,Spanish Grand Prix,2022,10
ZHO,1,SOFT,Spanish Grand Prix,2022,10
ZHO,2,MEDIUM,Spanish Grand Prix,2022,18
LEC,1,SOFT,Spanish Grand Prix,2022,21
LEC,2,MEDIUM,Spanish Grand Prix,2022,6
VER,1,MEDIUM,Azerbaijan Grand Prix,2022,18
VER,2,HARD,Azerbaijan Grand Prix,2022,15
VER,3,HARD,Azerbaijan Grand Prix,2022,18
GAS,1,MEDIUM,Azerbaijan Grand Prix,2022,9
GAS,2,HARD,Azerbaijan Grand Prix,2022,42
PER,1,MEDIUM,Azerbaijan Grand Prix,2022,16
PER,2,HARD,Azerbaijan Grand Prix,2022,17
PER,3,HARD,Azerbaijan Grand Prix,2022,18
ALO,1,MEDIUM,Azerbaijan Grand Prix,2022,18
ALO,2,HARD,Azerbaijan Grand Prix,2022,33
LEC,1,MEDIUM,Azerbaijan Grand Prix,2022,9
LEC,2,HARD,Azerbaijan Grand Prix,2022,12
STR,1,HARD,Azerbaijan Grand Prix,2022,30
STR,2,MEDIUM,Azerbaijan Grand Prix,2022,16
MAG,1,MEDIUM,Azerbaijan Grand Prix,2022,9
MAG,2,HARD,Azerbaijan Grand Prix,2022,23
TSU,1,MEDIUM,Azerbaijan Grand Prix,2022,9
TSU,2,HARD,Azerbaijan Grand Prix,2022,29
TSU,3,SOFT,Azerbaijan Grand Prix,2022,12
ALB,1,MEDIUM,Azerbaijan Grand Prix,2022,9
ALB,2,HARD,Azerbaijan Grand Prix,2022,20
ALB,3,HARD,Azerbaijan Grand Prix,2022,21
ZHO,1,MEDIUM,Azerbaijan Grand Prix,2022,9
ZHO,2,HARD,Azerbaijan Grand Prix,2022,14
RIC,1,HARD,Azerbaijan Grand Prix,2022,33
RIC,2,MEDIUM,Azerbaijan Grand Prix,2022,18
OCO,1,HARD,Azerbaijan Grand Prix,2022,33
OCO,2,MEDIUM,Azerbaijan Grand Prix,2022,18
NOR,1,MEDIUM,Azerbaijan Grand Prix,2022,20
NOR,2,HARD,Azerbaijan Grand Prix,2022,31
HAM,1,MEDIUM,Azerbaijan Grand Prix,2022,9
HAM,2,HARD,Azerbaijan Grand Prix,2022,24
HAM,3,HARD,Azerbaijan Grand Prix,2022,18
MSC,1,HARD,Azerbaijan Grand Prix,2022,9
MSC,2,MEDIUM,Azerbaijan Grand Prix,2022,14
MSC,3,HARD,Azerbaijan Grand Prix,2022,27
VET,1,MEDIUM,Azerbaijan Grand Prix,2022,9
VET,2,HARD,Azerbaijan Grand Prix,2022,42
SAI,1,MEDIUM,Azerbaijan Grand Prix,2022,9
LAT,1,MEDIUM,Azerbaijan Grand Prix,2022,3
LAT,2,MEDIUM,Azerbaijan Grand Prix,2022,14
LAT,3,HARD,Azerbaijan Grand Prix,2022,33
RUS,1,MEDIUM,Azerbaijan Grand Prix,2022,9
RUS,2,HARD,Azerbaijan Grand Prix,2022,24
RUS,3,HARD,Azerbaijan Grand Prix,2022,18
BOT,1,HARD,Azerbaijan Grand Prix,2022,33
BOT,2,MEDIUM,Azerbaijan Grand Prix,2022,17
VER,1,MEDIUM,Canadian Grand Prix,2022,9
VER,2,HARD,Canadian Grand Prix,2022,34
VER,3,HARD,Canadian Grand Prix,2022,27
GAS,1,MEDIUM,Canadian Grand Prix,2022,5
GAS,2,HARD,Canadian Grand Prix,2022,31
GAS,3,HARD,Canadian Grand Prix,2022,34
PER,1,HARD,Canadian Grand Prix,2022,8
ALO,1,MEDIUM,Canadian Grand Prix,2022,28
ALO,2,HARD,Canadian Grand Prix,2022,21
ALO,3,MEDIUM,Canadian Grand Prix,2022,21
LEC,1,HARD,Canadian Grand Prix,2022,41
LEC,2,MEDIUM,Canadian Grand Prix,2022,29
STR,1,HARD,Canadian Grand Prix,2022,47
STR,2,MEDIUM,Canadian Grand Prix,2022,23
MAG,1,MEDIUM,Canadian Grand Prix,2022,7
MAG,2,HARD,Canadian Grand Prix,2022,63
TSU,1,MEDIUM,Canadian Grand Prix,2022,9
TSU,2,HARD,Canadian Grand Prix,2022,38
ALB,1,MEDIUM,Canadian Grand Prix,2022,18
ALB,2,HARD,Canadian Grand Prix,2022,30
ALB,3,HARD,Canadian Grand Prix,2022,22
ZHO,1,MEDIUM,Canadian Grand Prix,2022,19
ZHO,2,HARD,Canadian Grand Prix,2022,30
ZHO,3,HARD,Canadian Grand Prix,2022,21
RIC,1,MEDIUM,Canadian Grand Prix,2022,19
RIC,2,HARD,Canadian Grand Prix,2022,30
RIC,3,HARD,Canadian Grand Prix,2022,21
OCO,1,MEDIUM,Canadian Grand Prix,2022,19
OCO,2,HARD,Canadian Grand Prix,2022,30
OCO,3,MEDIUM,Canadian Grand Prix,2022,21
NOR,1,HARD,Canadian Grand Prix,2022,19
NOR,2,HARD,Canadian Grand Prix,2022,23
NOR,3,MEDIUM,Canadian Grand Prix,2022,28
HAM,1,MEDIUM,Canadian Grand Prix,2022,9
HAM,2,HARD,Canadian Grand Prix,2022,35
HAM,3,HARD,Canadian Grand Prix,2022,26
MSC,1,MEDIUM,Canadian Grand Prix,2022,19
VET,1,MEDIUM,Canadian Grand Prix,2022,5
VET,2,HARD,Canadian Grand Prix,2022,14
VET,3,HARD,Canadian Grand Prix,2022,51
SAI,1,MEDIUM,Canadian Grand Prix,2022,20
SAI,2,HARD,Canadian Grand Prix,2022,29
SAI,3,HARD,Canadian Grand Prix,2022,21
LAT,1,MEDIUM,Canadian Grand Prix,2022,9
LAT,2,HARD,Canadian Grand Prix,2022,28
LAT,3,HARD,Canadian Grand Prix,2022,33
RUS,1,MEDIUM,Canadian Grand Prix,2022,19
RUS,2,HARD,Canadian Grand Prix,2022,26
RUS,3,HARD,Canadian Grand Prix,2022,25
BOT,1,HARD,Canadian Grand Prix,2022,49
BOT,2,MEDIUM,Canadian Grand Prix,2022,21
VER,1,SOFT,British Grand Prix,2022,1
VER,2,MEDIUM,British Grand Prix,2022,11
VER,3,MEDIUM,British Grand Prix,2022,11
VER,4,HARD,British Grand Prix,2022,16
VER,5,SOFT,British Grand Prix,2022,13
GAS,1,MEDIUM,British Grand Prix,2022,1
GAS,2,SOFT,British Grand Prix,2022,15
GAS,3,HARD,British Grand Prix,2022,10
PER,1,MEDIUM,British Grand Prix,2022,1
PER,2,MEDIUM,British Grand Prix,2022,4
PER,3,MEDIUM,British Grand Prix,2022,34
PER,4,SOFT,British Grand Prix,2022,13
ALO,1,MEDIUM,British Grand Prix,2022,1
ALO,2,MEDIUM,British Grand Prix,2022,32
ALO,3,HARD,British Grand Prix,2022,6
ALO,4,SOFT,British Grand Prix,2022,13
LEC,1,MEDIUM,British Grand Prix,2022,1
LEC,2,MEDIUM,British Grand Prix,2022,24
LEC,3,HARD,British Grand Prix,2022,27
STR,1,MEDIUM,British Grand Prix,2022,1
STR,2,MEDIUM,British Grand Prix,2022,14
STR,3,HARD,British Grand Prix,2022,25
STR,4,MEDIUM,British Grand Prix,2022,12
MAG,1,SOFT,British Grand Prix,2022,1
MAG,2,MEDIUM,British Grand Prix,2022,21
MAG,3,MEDIUM,British Grand Prix,2022,30
TSU,1,MEDIUM,British Grand Prix,2022,1
TSU,2,SOFT,British Grand Prix,2022,17
TSU,3,HARD,British Grand Prix,2022,20
TSU,4,SOFT,British Grand Prix,2022,14
ALB,1,SOFT,British Grand Prix,2022,1
ZHO,1,MEDIUM,British Grand Prix,2022,1
RIC,1,MEDIUM,British Grand Prix,2022,1
RIC,2,MEDIUM,British Grand Prix,2022,19
RIC,3,HARD,British Grand Prix,2022,12
RIC,4,SOFT,British Grand Prix,2022,6
RIC,5,SOFT,British Grand Prix,2022,14
OCO,1,MEDIUM,British Grand Prix,2022,1
OCO,2,SOFT,British Grand Prix,2022,21
OCO,3,HARD,British Grand Prix,2022,16
NOR,1,MEDIUM,British Grand Prix,2022,1
NOR,2,MEDIUM,British Grand Prix,2022,33
NOR,3,HARD,British Grand Prix,2022,6
NOR,4,SOFT,British Grand Prix,2022,12
HAM,1,MEDIUM,British Grand Prix,2022,1
HAM,2,MEDIUM,British Grand Prix,2022,32
HAM,3,HARD,British Grand Prix,2022,6
HAM,4,SOFT,British Grand Prix,2022,13
MSC,1,MEDIUM,British Grand Prix,2022,1
MSC,2,MEDIUM,British Grand Prix,2022,18
MSC,3,HARD,British Grand Prix,2022,20
MSC,4,SOFT,British Grand Prix,2022,13
VET,1,SOFT,British Grand Prix,2022,1
VET,2,SOFT,British Grand Prix,2022,5
VET,3,MEDIUM,British Grand Prix,2022,33
VET,4,MEDIUM,British Grand Prix,2022,13
SAI,1,MEDIUM,British Grand Prix,2022,1
SAI,2,MEDIUM,British Grand Prix,2022,19
SAI,3,HARD,British Grand Prix,2022,19
SAI,4,SOFT,British Grand Prix,2022,13
LAT,1,SOFT,British Grand Prix,2022,1
LAT,2,SOFT,British Grand Prix,2022,18
LAT,3,MEDIUM,British Grand Prix,2022,20
LAT,4,SOFT,British Grand Prix,2022,13
RUS,1,HARD,British Grand Prix,2022,1
BOT,1,MEDIUM,British Grand Prix,2022,1
BOT,2,MEDIUM,British Grand Prix,2022,19
VER,1,MEDIUM,Austrian Grand Prix,2022,13
VER,2,HARD,Austrian Grand Prix,2022,23
VER,3,HARD,Austrian Grand Prix,2022,22
VER,4,MEDIUM,Austrian Grand Prix,2022,13
GAS,1,MEDIUM,Austrian Grand Prix,2022,12
GAS,2,HARD,Austrian Grand Prix,2022,28
PER,1,MEDIUM,Austrian Grand Prix,2022,1
PER,2,HARD,Austrian Grand Prix,2022,23
ALO,1,HARD,Austrian Grand Prix,2022,27
ALO,2,HARD,Austrian Grand Prix,2022,30
ALO,3,MEDIUM,Austrian Grand Prix,2022,1
ALO,4,MEDIUM,Austrian Grand Prix,2022,12
LEC,1,MEDIUM,Austrian Grand Prix,2022,26
LEC,2,HARD,Austrian Grand Prix,2022,23
LEC,3,HARD,Austrian Grand Prix,2022,9
LEC,4,MEDIUM,Austrian Grand Prix,2022,13
STR,1,MEDIUM,Austrian Grand Prix,2022,29
STR,2,HARD,Austrian Grand Prix,2022,19
STR,3,MEDIUM,Austrian Grand Prix,2022,22
MAG,1,MEDIUM,Austrian Grand Prix,2022,15
MAG,2,HARD,Austrian Grand Prix,2022,26
TSU,1,HARD,Austrian Grand Prix,2022,26
TSU,2,MEDIUM,Austrian Grand Prix,2022,20
TSU,3,HARD,Austrian Grand Prix,2022,24
ALB,1,MEDIUM,Austrian Grand Prix,2022,11
ALB,2,HARD,Austrian Grand Prix,2022,31
ZHO,1,HARD,Austrian Grand Prix,2022,24
ZHO,2,HARD,Austrian Grand Prix,2022,22
ZHO,3,MEDIUM,Austrian Grand Prix,2022,24
RIC,1,MEDIUM,Austrian Grand Prix,2022,12
RIC,2,HARD,Austrian Grand Prix,2022,32
OCO,1,MEDIUM,Austrian Grand Prix,2022,16
OCO,2,HARD,Austrian Grand Prix,2022,28
NOR,1,MEDIUM,Austrian Grand Prix,2022,14
NOR,2,HARD,Austrian Grand Prix,2022,29
HAM,1,MEDIUM,Austrian Grand Prix,2022,28
HAM,2,HARD,Austrian Grand Prix,2022,23
HAM,3,MEDIUM,Austrian Grand Prix,2022,20
MSC,1,MEDIUM,Austrian Grand Prix,2022,16
MSC,2,HARD,Austrian Grand Prix,2022,27
VET,1,HARD,Austrian Grand Prix,2022,20
VET,2,MEDIUM,Austrian Grand Prix,2022,25
SAI,1,MEDIUM,Austrian Grand Prix,2022,27
SAI,2,HARD,Austrian Grand Prix,2022,24
LAT,1,MEDIUM,Austrian Grand Prix,2022,12
LAT,2,HARD,Austrian Grand Prix,2022,23
RUS,1,MEDIUM,Austrian Grand Prix,2022,11
RUS,2,HARD,Austrian Grand Prix,2022,29
BOT,1,MEDIUM,Austrian Grand Prix,2022,6
BOT,2,HARD,Austrian Grand Prix,2022,34
VER,1,MEDIUM,French Grand Prix,2022,16
VER,2,HARD,French Grand Prix,2022,37
GAS,1,HARD,French Grand Prix,2022,18
GAS,2,MEDIUM,French Grand Prix,2022,35
PER,1,MEDIUM,French Grand Prix,2022,18
PER,2,HARD,French Grand Prix,2022,35
ALO,1,MEDIUM,French Grand Prix,2022,18
ALO,2,HARD,French Grand Prix,2022,35
LEC,1,MEDIUM,French Grand Prix,2022,18
STR,1,MEDIUM,French Grand Prix,2022,18
STR,2,HARD,French Grand Prix,2022,35
MAG,1,MEDIUM,French Grand Prix,2022,8
MAG,2,HARD,French Grand Prix,2022,10
MAG,3,HARD,French Grand Prix,2022,20
TSU,1,MEDIUM,French Grand Prix,2022,11
TSU,2,HARD,French Grand Prix,2022,7
ALB,1,MEDIUM,French Grand Prix,2022,18
ALB,2,HARD,French Grand Prix,2022,35
ZHO,1,MEDIUM,French Grand Prix,2022,9
ZHO,2,HARD,French Grand Prix,2022,13
ZHO,3,HARD,French Grand Prix,2022,26
RIC,1,MEDIUM,French Grand Prix,2022,18
RIC,2,HARD,French Grand Prix,2022,35
OCO,1,MEDIUM,French Grand Prix,2022,18
OCO,2,HARD,French Grand Prix,2022,35
NOR,1,MEDIUM,French Grand Prix,2022,18
NOR,2,HARD,French Grand Prix,2022,35
HAM,1,MEDIUM,French Grand Prix,2022,18
HAM,2,HARD,French Grand Prix,2022,35
MSC,1,MEDIUM,French Grand Prix,2022,9
MSC,2,HARD,French Grand Prix,2022,9
MSC,3,HARD,French Grand Prix,2022,35
VET,1,MEDIUM,French Grand Prix,2022,19
VET,2,HARD,French Grand Prix,2022,34
SAI,1,HARD,French Grand Prix,2022,18
SAI,2,MEDIUM,French Grand Prix,2022,24
SAI,3,MEDIUM,French Grand Prix,2022,11
LAT,1,MEDIUM,French Grand Prix,2022,19
LAT,2,HARD,French Grand Prix,2022,19
LAT,3,MEDIUM,French Grand Prix,2022,3
RUS,1,MEDIUM,French Grand Prix,2022,18
RUS,2,HARD,French Grand Prix,2022,35
BOT,1,HARD,French Grand Prix,2022,18
BOT,2,HARD,French Grand Prix,2022,18
BOT,3,MEDIUM,French Grand Prix,2022,17
VER,1,SOFT,Hungarian Grand Prix,2022,16
VER,2,MEDIUM,Hungarian Grand Prix,2022,22
VER,3,MEDIUM,Hungarian Grand Prix,2022,32
GAS,1,SOFT,Hungarian Grand Prix,2022,16
GAS,2,MEDIUM,Hungarian Grand Prix,2022,30
GAS,3,SOFT,Hungarian Grand Prix,2022,23
PER,1,SOFT,Hungarian Grand Prix,2022,18
PER,2,MEDIUM,Hungarian Grand Prix,2022,24
PER,3,MEDIUM,Hungarian Grand Prix,2022,28
ALO,1,MEDIUM,Hungarian Grand Prix,2022,21
ALO,2,HARD,Hungarian Grand Prix,2022,48
LEC,1,MEDIUM,Hungarian Grand Prix,2022,21
LEC,2,MEDIUM,Hungarian Grand Prix,2022,18
LEC,3,HARD,Hungarian Grand Prix,2022,15
LEC,4,SOFT,Hungarian Grand Prix,2022,16
STR,1,SOFT,Hungarian Grand Prix,2022,14
STR,2,MEDIUM,Hungarian Grand Prix,2022,32
STR,3,SOFT,Hungarian Grand Prix,2022,23
MAG,1,MEDIUM,Hungarian Grand Prix,2022,6
MAG,2,HARD,Hungarian Grand Prix,2022,29
MAG,3,MEDIUM,Hungarian Grand Prix,2022,32
MAG,4,SOFT,Hungarian Grand Prix,2022,2
TSU,1,SOFT,Hungarian Grand Prix,2022,13
TSU,2,MEDIUM,Hungarian Grand Prix,2022,20
TSU,3,SOFT,Hungarian Grand Prix,2022,18
TSU,4,SOFT,Hungarian Grand Prix,2022,17
ALB,1,SOFT,Hungarian Grand Prix,2022,2
ALB,2,MEDIUM,Hungarian Grand Prix,2022,19
ALB,3,MEDIUM,Hungarian Grand Prix,2022,19
ALB,4,SOFT,Hungarian Grand Prix,2022,29
ZHO,1,MEDIUM,Hungarian Grand Prix,2022,27
ZHO,2,HARD,Hungarian Grand Prix,2022,24
ZHO,3,SOFT,Hungarian Grand Prix,2022,18
RIC,1,SOFT,Hungarian Grand Prix,2022,15
RIC,2,MEDIUM,Hungarian Grand Prix,2022,31
RIC,3,HARD,Hungarian Grand Prix,2022,23
OCO,1,MEDIUM,Hungarian Grand Prix,2022,23
OCO,2,HARD,Hungarian Grand Prix,2022,46
NOR,1,SOFT,Hungarian Grand Prix,2022,14
NOR,2,MEDIUM,Hungarian Grand Prix,2022,28
NOR,3,HARD,Hungarian Grand Prix,2022,28
HAM,1,MEDIUM,Hungarian Grand Prix,2022,19
HAM,2,MEDIUM,Hungarian Grand Prix,2022,32
HAM,3,SOFT,Hungarian Grand Prix,2022,19
MSC,1,MEDIUM,Hungarian Grand Prix,2022,21
MSC,2,HARD,Hungarian Grand Prix,2022,20
MSC,3,MEDIUM,Hungarian Grand Prix,2022,28
VET,1,SOFT,Hungarian Grand Prix,2022,15
VET,2,MEDIUM,Hungarian Grand Prix,2022,31
VET,3,MEDIUM,Hungarian Grand Prix,2022,23
SAI,1,MEDIUM,Hungarian Grand Prix,2022,17
SAI,2,MEDIUM,Hungarian Grand Prix,2022,30
SAI,3,SOFT,Hungarian Grand Prix,2022,23
LAT,1,MEDIUM,Hungarian Grand Prix,2022,18
LAT,2,MEDIUM,Hungarian Grand Prix,2022,21
LAT,3,SOFT,Hungarian Grand Prix,2022,17
LAT,4,SOFT,Hungarian Grand Prix,2022,13
RUS,1,SOFT,Hungarian Grand Prix,2022,16
RUS,2,MEDIUM,Hungarian Grand Prix,2022,23
RUS,3,MEDIUM,Hungarian Grand Prix,2022,31
BOT,1,MEDIUM,Hungarian Grand Prix,2022,26
BOT,2,HARD,Hungarian Grand Prix,2022,40
VER,1,SOFT,Belgian Grand Prix,2022,15
VER,2,MEDIUM,Belgian Grand Prix,2022,15
VER,3,MEDIUM,Belgian Grand Prix,2022,14
GAS,1,MEDIUM,Belgian Grand Prix,2022,10
GAS,2,HARD,Belgian Grand Prix,2022,12
GAS,3,SOFT,Belgian Grand Prix,2022,22
PER,1,MEDIUM,Belgian Grand Prix,2022,14
PER,2,MEDIUM,Belgian Grand Prix,2022,13
PER,3,HARD,Belgian Grand Prix,2022,17
ALO,1,MEDIUM,Belgian Grand Prix,2022,11
ALO,2,MEDIUM,Belgian Grand Prix,2022,14
ALO,3,HARD,Belgian Grand Prix,2022,19
LEC,1,SOFT,Belgian Grand Prix,2022,3
LEC,2,MEDIUM,Belgian Grand Prix,2022,22
LEC,3,MEDIUM,Belgian Grand Prix,2022,17
LEC,4,SOFT,Belgian Grand Prix,2022,2
STR,1,MEDIUM,Belgian Grand Prix,2022,15
STR,2,MEDIUM,Belgian Grand Prix,2022,11
STR,3,HARD,Belgian Grand Prix,2022,18
MAG,1,MEDIUM,Belgian Grand Prix,2022,11
MAG,2,HARD,Belgian Grand Prix,2022,16
MAG,3,MEDIUM,Belgian Grand Prix,2022,16
TSU,1,HARD,Belgian Grand Prix,2022,18
TSU,2,MEDIUM,Belgian Grand Prix,2022,12
